file_id,idx,text_ed,IS,weak,concat,concat_hate,premise0_cw_annA_platinum,premise1_cw_annA_platinum,premise2_cw_annA_platinum,premise3_cw_annA_platinum,premise4_cw_annA_platinum,premise5_cw_annA_platinum,conclusion_cw_annA_platinum,premise0_cw_annB_platinum,premise1_cw_annB_platinum,premise2_cw_annB_platinum,premise3_cw_annB_platinum,premise4_cw_annB_platinum,premise5_cw_annB_platinum,conclusion_cw_annB_platinum,premise0_cw_annC_platinum,premise1_cw_annC_platinum,premise2_cw_annC_platinum,premise3_cw_annC_platinum,premise4_cw_annC_platinum,premise5_cw_annC_platinum,conclusion_cw_annC_platinum,premise0_cw_platinum,premise1_cw_platinum,premise2_cw_platinum,premise3_cw_platinum,premise4_cw_platinum,premise5_cw_platinum,conclusion_cw_platinum,premise0_needed_judge_platinum,premise1_needed_judge_platinum,premise2_needed_judge_platinum,premise3_needed_judge_platinum,premise4_needed_judge_platinum,premise5_needed_judge_platinum,conclusion_needed_judge_platinum
30670272_1,58,"Dude stink bomb this event , when it gets dark , chuck a bunch of them on the floor , different spots , when the chimps start jiving and grooving , they will step on them .",black people are animals.,conclusion,"You should throw the stink bombs on the floor. You should target the chimps at the event. Therefore, The chimps will be affected by the stink bombs and cause chaos at the event.",1,NFS,NFS,,,,,UFS,NFS,NFS,,,,,UFS,NFS,NFS,,,,,UFS,NFS,NFS,,,,,UFS,0.0,0.0,,,,,0.0
12959685_1,59,"Yep the bottom line is without a strong family behind her a young girl is very vulnerable .. The Jew knows this and Glamorises the Negro using its media power , here we see the results .",jewish folks are manipulative.,conclusion,"Without a strong family behind her, a young girl is vulnerable. The Jew uses its media power. Therefore, The young girl is vulnerable because the Jew glamorizes the Negro using its media power.",1,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,NFS,CFS,,,,,NFS,CFS,CFS,,,,,CFS,0.0,0.0,,,,,0.0
13504803_2,60,"Situation in Switzerland is terrible , blacks and muslims are everywhere ! We were a great Country with a great People but all these monkeys are transforming Switzerland in a zoo where law is not respected .",black people are monkeys.,premise1,"Blacks and Muslims are everywhere. All these monkeys are transforming Switzerland into a zoo. Therefore, The situation in Switzerland is terrible.",1,CFS,CFS,,,,,CFS,CFS,CFS,,,,,NFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,0.0,0.0,,,,,0.0
13072439_1,61,"Well then , that makes the fact these scum are sending millions of their kin to my country , taking jobs from the White inhabitants , killing our people and mongrelizing our race all alright then .",immigrants are taking jobs from white people.,premise1,"The scum are sending millions of their kin to my country. They are taking jobs from the White inhabitants.They are killing our people, and mongrelizing our race. Therefore, All of this is not alright.",1,CFS,CFS,,,,,NFS,CFS,CFS,,,,,NFS,CFS,CFS,,,,,NFS,CFS,CFS,,,,,NFS,0.0,0.0,,,,,0.0
14014876_1,62,One reason we moved out of our ( at one time 99 % white ) neighborhood was because massive numbers of Chinese moved in and i swear to you a literal rotten smell came with them .,asian people smell bad.,conclusion,"Our neighborhood was once 99% white. Massive numbers of Chinese people moved into our neighborhood. A literal rotten smell came with the Chinese people. Therefore, We moved out of our neighborhood.",1,CFS,CFS,CFS,,,,UFS,CFS,CFS,UFS,,,,UFS,UFS,UFS,NFS,,,,UFS,CFS,CFS,CFS,,,,UFS,0.0,0.0,1.0,,,,0.0
14666450_1,63,Another black is now trying to convince me that black slaves were force-fed animal lard through huge tubes and had their hands and feet cut off so they could work in the cotton fields without running away,black folks are slaves.,conclusion,"Another black is trying to convince me that black slaves were force-fed animal lard through huge tubes. The same person is also claiming that black slaves had their hands and feet cut off. Therefore, They are trying to convince us that they were subjected to inhumane treatment in order to keep them from escaping their forced labor.",1,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,UFS,CFS,CFS,,,,,CFS,0.0,0.0,,,,,0.0
14669476_2,64,"Him , his wife , and his kids have absolutely no place in a white nation and it 's disgusting how they put an end to thousands of years of evolution for being so selfish .",immigrants are selfish.,conclusion,"Him, his wife, and his kids have no place in a white nation. Their presence is disgusting. Therefore, They are selfish and have disrupted thousands of years of evolution.",1,CFS,NFS,,,,,CFS,NFS,NFS,,,,,NFS,NFS,NFS,,,,,NFS,NFS,NFS,,,,,NFS,0.0,0.0,,,,,0.0
14018061_1,65,"There's no way to stop them from coming to Canada all that is needed is proof of ownership of a house in India , africa etc and they can enter in on a tourist visa .",immigrants are invading us.,premise0,"People from India and Africa can enter Canada on a tourist visa if they can provide proof of ownership of a house in their home country. Therefore, There is no way to prevent them from entering Canada.",1,CFS,,,,,,CFS,CFS,,,,,,CFS,CFS,,,,,,CFS,CFS,,,,,,CFS,0.0,,,,,,0.0
14267984_1,66,"Fine with me as long as they do n't parade the city and demand `` gay rights '' ... keep it in the closed god damnit , homosexuality is n't exatly something to be proud of",gays are inferior to whites.,conclusion,"Homosexuality is not something to be proud of. It should be kept in the closed. Therefore, Parade and demand for gay rights in the city should not be allowed.",1,CFS,NFS,,,,,NFS,NFS,NFS,,,,,NFS,NFS,NFS,,,,,NFS,NFS,NFS,,,,,NFS,0.0,0.0,,,,,0.0
13858341_1,67,"I disagree you can never justify race mixing Some of them girls may have been brainwashed by media , also you are condemning their kids and furture generations of kids to a non white future .",People of color are inferior.,premise1,"Girls having interratial relationships are condemning their kids and furture generations of kids to a non white future . Some girls may have been brainwashed by media to have interracial relationships. Therefore, In this case, race mixing can be justified.",1,CFS,CFS,,,,,NFS,CFS,CFS,,,,,NFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,NFS,0.0,0.0,,,,,0.0
30384063_1,68,"Thank you for posting this ! this disgusting lie will hopefully one day be addressed and corrected , at that point I would hope the world will see the Jews for what they really are .",jewish people are liars.,conclusion,"Hopefully, this disgusting lie spread by the Jews will be addressed and corrected one day. Therefore, The world will see the Jews for who they really are.",1,CFS,,,,,,CFS,CFS,,,,,,NFS,NFS,,,,,,NFS,CFS,,,,,,NFS,0.0,,,,,,0.0
30623598_1,69,"Those boys will use the plastic whisks as swords , and the girls ' lego creations will consist of dollhouses for the few white dolls , with the dark ones in the adjoining farm pen .",black folks are animals.,conclusion,"The boys will use the plastic whisks as swords. The girls' lego creations will consist of dollhouses for the few white dolls. Therefore, The girls' lego creations will not include dark dolls, place in the farm pen.",1,NFS,NFS,,,,,NFS,UFS,UFS,,,,,NFS,UFS,UFS,,,,,CFS,UFS,UFS,,,,,NFS,0.0,0.0,,,,,0.0
13250684_1,70,"There is no different versions of bad when it comes to race traitors , if you date a non white it is bad , no matter if the non-white is asian , black or arab.",people of color are traitors.,conclusion,"Dating a non-white person is considered bad. This applies to all non-white races, including Asians, Blacks, and Arabs. Therefore, There is no different versions of bad when it comes to race traitors.",1,CFS,CFS,,,,,CFS,CFS,UFS,,,,,NFS,CFS,CFS,,,,,NFS,CFS,CFS,,,,,NFS,0.0,0.0,,,,,0.0
14036151_1,71,"one is one too many , i bet all the white girls and wiggers go crazy for the young coon , whichever school you are in , wigggers outnumber metalheads or `` normal '' whites",black people are inferior to whites.,conclusion,"Normal whites are outnumbered by wiggers in schools. White girls and wiggers (white people who act like black people) are attracted to young black people. Therefore, One person of a certain race is already too many.",1,CFS,CFS,,,,,CFS,CFS,CFS,,,,,NFS,CFS,UFS,,,,,CFS,CFS,CFS,,,,,CFS,0.0,0.0,,,,,0.0
14034302_1,72,"The UAF are just a bunch of middle class faggots , the EDL should steam into them every time they show up to counter a demonstration , they 'll soon run home to daddy .",gay men are inferior.,premise1,"The UAF are just a bunch of middle class faggots. The EDL should confront the UAF at every demonstration. Therefore, They'll soon run home to daddy.",1,CFS,CFS,,,,,CFS,UFS,NFS,,,,,NFS,CFS,NFS,,,,,UFS,CFS,NFS,,,,,NFS,0.0,0.0,,,,,1.0
30593472_1,73,a nice kick to the nuts will always work I find it a dirty move to kick another man in the knackers but after all .. a black does n't equate to the same standard,black folks are inferior to whites.,premise1,"It is considered a dirty move to kick another man in the nuts. A black does n't equate to the same standard as other people. Therefore, Kicking a black person in the nuts is an effective way to hurt them.",1,UFS,CFS,,,,,UFS,UFS,CFS,,,,,NFS,UFS,CFS,,,,,CFS,UFS,CFS,,,,,UFS,0.0,0.0,,,,,1.0
13946706_6,74,18 times in the last 20 years It 's time for the next generation to fight back to regain our country from immigrants ..... the baby boomers will lose it for us if we do nothing .,immigrants are taking over the country.,conclusion,"The baby boomers are in control of the country. The baby boomers will lose the country for us. Therefore, It 's time for the next generation to fight back to regain our country from immigrants.",1,CFS,CFS,,,,,CFS,CFS,CFS,,,,,NFS,CFS,NFS,,,,,NFS,CFS,CFS,,,,,NFS,0.0,0.0,,,,,0.0
13588153_1,75,"If you think that 's funny , you should have seen the black guy that used to run around my home town wearing a kkk emblem.But people like that are usualy not that bright .",black folks are stupid,conclusion,"There was a black man in my hometown who wore a KKK emblem. Therefore, I believe that the black man is not very bright.",1,UFS,,,,,,CFS,UFS,,,,,,NFS,UFS,,,,,,UFS,UFS,,,,,,NFS,0.0,,,,,,1.0
14297733_2,76,Black and Asian immigrants who are coming in and those who were borne here and their breading patterns are the threat to our gene pool and not other white Europeans such as polish people .,people of color are invaders.,conclusion,"Black and Asian immigrants are coming into our country. These immigrants and those who were born here have different breeding patterns. Therefore, They are a threat to our gene pool, differently from other white Europeans like Polish people.",1,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,0.0,0.0,,,,,0.0
13588719_1,77,"I'm glad to hear about my brothers being ready to fight like that , lets just hope in the future these immigrants with no right will get something good enough so they 'll finally leave",immigrants should be deported.,premise1,"I am glad to hear about my brothers being ready to fight against immigrants. Immigrants have no right to be here. Therefore, I hope something good happens to make them leave.",1,NFS,CFS,,,,,NFS,NFS,CFS,,,,,NFS,UFS,CFS,,,,,NFS,NFS,CFS,,,,,NFS,0.0,0.0,,,,,0.0
14670146_1,78,"It is important for people to realize that gays want gay marriage ..... not because they desire some sort of government paperwork , but because they are seeking the right to adopt defenseless children .",gays take advantage of children.,conclusion,"Gays want gay marriage. Gays do not desire government paperwork. Therefore, Gays are seeking the right to adopt defenseless children.",1,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,CFS,CFS,,,,,CFS,0.0,0.0,,,,,0.0
31709840_1,79,"Or try yelling * * * * the nigs ya 'll get suspended , jumped and hopefully some new wn friends or ya 'll die trying. lol Rohawa its a battle cry .",black folks are niggers.,premise0,"Yelling at ""the nigs"" will result in consequences such as suspension, getting jumped, and potentially making new ""wn friends"" Therefore, ROHAWA is a battle cry.",1,CFS,,,,,,CFS,CFS,,,,,,UFS,CFS,,,,,,NFS,CFS,,,,,,CFS,0.0,,,,,,1.0
31764430_1,80,I think asians are hot but they arent the girls I wanna get with.A wolf is pretty but do you wanna pet one ? White girls are only ones to be trusted .,asians are not trustworthy.,conclusion,"A wolf is pretty but you don't wanna pet one. asians are hot but they arent the girls I wanna get with. Therefore, White girls are only ones to be trusted .",1,CFS,NFS,,,,,CFS,NFS,UFS,,,,,UFS,CFS,NFS,,,,,NFS,CFS,NFS,,,,,CFS,0.0,0.0,,,,,1.0
14013954_1,81,"Seriously Canada would have been better off if they left the pakis at home , im like you I do n't object to asians because they at least try to fit in .",immigrants are unwanted.,conclusion,"The pakis are not trying to fit in. Therefore, Canada would have been better off without pakis.",1,CFS,,,,,,CFS,CFS,,,,,,CFS,CFS,,,,,,NFS,CFS,,,,,,CFS,0.0,,,,,,0.0
30457422_1,82,"And then there 's Asiacourt , the once beautiful , safe , WHITE , area of Scarborough ... ( and the last i checked ) was a garbage infested Chinease outpost .",Chinese people are garbage.,conclusion,"Asiacourt used to be a beautiful, safe and white area in Scarborough. Therefore, Asiacourt has become a garbage-infested Chinese outpost.",1,CFS,,,,,,CFS,CFS,,,,,,CFS,UFS,,,,,,UFS,CFS,,,,,,CFS,0.0,,,,,,0.0
14014176_1,83,"It would be far from the first time jews come up with a fake hate crimes and besides all they do in general , so they 're guilty until proven innocent .",jewish people are liars.,premise0,"Jews have a history of coming up with fake hate crimes. Therefore, Jews should be assumed guilty until proven innocent.",1,CFS,,,,,,NFS,CFS,,,,,,NFS,CFS,,,,,,CFS,CFS,,,,,,NFS,0.0,,,,,,0.0
30777604_2,84,I 'm sure I would have done great in public school if the Mexican gang members stopped kicking my * * * long enough for me to get my homework done ...,immigrants are violent and aggressive.,premise0,"Mexican gang members constantly kicked me, preventing me from completing my homework. Therefore, I would have done great in public school if the Mexican gang members had stopped kicking me.",1,CFS,,,,,,NFS,UFS,,,,,,UFS,UFS,,,,,,NFS,UFS,,,,,,NFS,0.0,,,,,,0.0
13857273_2,85,"Do they expect us to go out and welcome these leeches on our society with open arms. they should give them zyklon b for lunch , thad would help the suitation !!!",Immigrants are leeches.,premise0,"Welcoming ""leeches"" into society is not acceptable. Therefore, Giving ""leeches"" Zyklon B for lunch would improve the situation.",1,CFS,,,,,,CFS,NFS,,,,,,CFS,CFS,,,,,,NFS,CFS,,,,,,CFS,0.0,,,,,,0.0
13861502_1,86,I would' nt even consider these knackers/pykies as Irish as they have no respect for their race or loyalty to Ireland and should be put down like the dogs they are .,Immigrants are not part of our country.,conclusion,"These knackers/pykies have no respect for their race or loyalty to Ireland . Therefore, These knackers/pykies are not truly Irish.",1,CFS,,,,,,CFS,CFS,,,,,,CFS,CFS,,,,,,CFS,CFS,,,,,,CFS,0.0,,,,,,0.0
13861569_1,87,i SEE UTV DID NOT POST MY COMMENTS TYPICAL SPREAD THE WORD THROUGHOUT IRELAND RUN THESE INVADERS OUT GO HOME AFGANIES WOULD YOU SEE US DOING THIS IN YOUR COUNTRY ??????????????????????????????????????????? ??,immigrants are invaders.,conclusion,"We wouldn't do to Afganies what they are doing in our country. Therefore, Afganies should run out of Ireland and go home.",1,NFS,,,,,,NFS,CFS,,,,,,NFS,CFS,,,,,,NFS,CFS,,,,,,NFS,0.0,,,,,,0.0
