file_id,idx,text_ed,premise0,premise1,premise2,conclusion,concat,weak,check_worthy_premise0,check_worthy_premise1,check_worthy_premise2,check_worthy_conclusion,premise0_hate,premise1_hate,premise2_hate,conclusion_hate,arg_comps_ok,target_ok,only_claims,label
12959685_1,59,"Yep the bottom line is without a strong family behind her a young girl is very vulnerable .. The Jew knows this and Glamorises the Negro using its media power , here we see the results .","Without a strong family behind her, a young girl is vulnerable.",The Jew uses its media power.,,The young girl is vulnerable because the Jew glamorizes the Negro using its media power.,"Without a strong family behind her, a young girl is vulnerable. The Jew uses its media power. Therefore, The young girl is vulnerable because the Jew glamorizes the Negro using its media power.",conclusion,CFS,CFS,,CFS,0.0,1.0,0.0,1.0,1,1,,HS
13504803_2,60,"Situation in Switzerland is terrible , blacks and muslims are everywhere ! We were a great Country with a great People but all these monkeys are transforming Switzerland in a zoo where law is not respected .",Blacks and Muslims are everywhere.,All these monkeys are transforming Switzerland into a zoo.,,The situation in Switzerland is terrible.,"Blacks and Muslims are everywhere. All these monkeys are transforming Switzerland into a zoo. Therefore, The situation in Switzerland is terrible.",premise1,CFS,CFS,,CFS,1.0,1.0,0.0,0.0,1,1,,HS
13072439_1,61,"Well then , that makes the fact these scum are sending millions of their kin to my country , taking jobs from the White inhabitants , killing our people and mongrelizing our race all alright then .",The scum are sending millions of their kin to my country.,"They are taking jobs from the White inhabitants.They are killing our people, and mongrelizing our race.",,All of this is not alright.,"The scum are sending millions of their kin to my country. They are taking jobs from the White inhabitants.They are killing our people, and mongrelizing our race. Therefore, All of this is not alright.",premise1,CFS,CFS,,NFS,1.0,1.0,0.0,0.0,1,0,,HS
14014876_1,62,One reason we moved out of our ( at one time 99 % white ) neighborhood was because massive numbers of Chinese moved in and i swear to you a literal rotten smell came with them .,Our neighborhood was once 99% white.,Massive numbers of Chinese people moved into our neighborhood.,A literal rotten smell came with the Chinese people.,We moved out of our neighborhood.,"Our neighborhood was once 99% white. Massive numbers of Chinese people moved into our neighborhood. A literal rotten smell came with the Chinese people. Therefore, We moved out of our neighborhood.",conclusion,CFS,CFS,CFS,UFS,0.0,0.0,1.0,0.0,1,1,,HS
14666450_1,63,Another black is now trying to convince me that black slaves were force-fed animal lard through huge tubes and had their hands and feet cut off so they could work in the cotton fields without running away,Another black is trying to convince me that black slaves were force-fed animal lard through huge tubes.,The same person is also claiming that black slaves had their hands and feet cut off.,,They are trying to convince us that they were subjected to inhumane treatment in order to keep them from escaping their forced labor.,"Another black is trying to convince me that black slaves were force-fed animal lard through huge tubes. The same person is also claiming that black slaves had their hands and feet cut off. Therefore, They are trying to convince us that they were subjected to inhumane treatment in order to keep them from escaping their forced labor.",conclusion,CFS,CFS,,CFS,1.0,1.0,0.0,0.0,1,1,,HS
14669476_2,64,"Him , his wife , and his kids have absolutely no place in a white nation and it 's disgusting how they put an end to thousands of years of evolution for being so selfish .","Him, his wife, and his kids have no place in a white nation.",Their presence is disgusting.,,They are selfish and have disrupted thousands of years of evolution.,"Him, his wife, and his kids have no place in a white nation. Their presence is disgusting. Therefore, They are selfish and have disrupted thousands of years of evolution.",conclusion,CFS,NFS,,CFS,1.0,1.0,0.0,1.0,1,1,,HS
14018061_1,65,"There's no way to stop them from coming to Canada all that is needed is proof of ownership of a house in India , africa etc and they can enter in on a tourist visa .",People from India and Africa can enter Canada on a tourist visa if they can provide proof of ownership of a house in their home country.,,,There is no way to prevent them from entering Canada.,"People from India and Africa can enter Canada on a tourist visa if they can provide proof of ownership of a house in their home country. Therefore, There is no way to prevent them from entering Canada.",premise0,CFS,,,CFS,0.0,0.0,0.0,1.0,1,1,,HS
14267984_1,66,"Fine with me as long as they do n't parade the city and demand `` gay rights '' ... keep it in the closed god damnit , homosexuality is n't exatly something to be proud of",Homosexuality is not something to be proud of.,It should be kept in the closed.,,Parade and demand for gay rights in the city should not be allowed.,"Homosexuality is not something to be proud of. It should be kept in the closed. Therefore, Parade and demand for gay rights in the city should not be allowed.",conclusion,CFS,NFS,,NFS,1.0,1.0,0.0,1.0,1,1,,HS
13858341_1,67,"I disagree you can never justify race mixing Some of them girls may have been brainwashed by media , also you are condemning their kids and furture generations of kids to a non white future .",Girls having interratial relationships are condemning their kids and furture generations of kids to a non white future .,Some girls may have been brainwashed by media to have interracial relationships.,,"In this case, race mixing can be justified.","Girls having interratial relationships are condemning their kids and furture generations of kids to a non white future . Some girls may have been brainwashed by media to have interracial relationships. Therefore, In this case, race mixing can be justified.",premise1,CFS,CFS,,NFS,1.0,1.0,0.0,0.0,1,1,,HS
30384063_1,68,"Thank you for posting this ! this disgusting lie will hopefully one day be addressed and corrected , at that point I would hope the world will see the Jews for what they really are .","Hopefully, this disgusting lie spread by the Jews will be addressed and corrected one day.",,,The world will see the Jews for who they really are.,"Hopefully, this disgusting lie spread by the Jews will be addressed and corrected one day. Therefore, The world will see the Jews for who they really are.",conclusion,CFS,,,CFS,1.0,0.0,0.0,1.0,1,1,,HS
30623598_1,69,"Those boys will use the plastic whisks as swords , and the girls ' lego creations will consist of dollhouses for the few white dolls , with the dark ones in the adjoining farm pen .",The boys will use the plastic whisks as swords.,The girls' lego creations will consist of dollhouses for the few white dolls.,,"The girls' lego creations will not include dark dolls, place in the farm pen.","The boys will use the plastic whisks as swords. The girls' lego creations will consist of dollhouses for the few white dolls. Therefore, The girls' lego creations will not include dark dolls, place in the farm pen.",conclusion,NFS,NFS,,NFS,0.0,0.0,0.0,1.0,1,1,,HS
13250684_1,71,"There is no different versions of bad when it comes to race traitors , if you date a non white it is bad , no matter if the non-white is asian , black or arab.",Dating a non-white person is considered bad.,"This applies to all non-white races, including Asians, Blacks, and Arabs.",,There is no different versions of bad when it comes to race traitors.,"Dating a non-white person is considered bad. This applies to all non-white races, including Asians, Blacks, and Arabs. Therefore, There is no different versions of bad when it comes to race traitors.",conclusion,CFS,CFS,,CFS,1.0,1.0,0.0,1.0,1,1,,HS
14036151_1,72,"one is one too many , i bet all the white girls and wiggers go crazy for the young coon , whichever school you are in , wigggers outnumber metalheads or `` normal '' whites",Normal whites are outnumbered by wiggers in schools.,White girls and wiggers (white people who act like black people) are attracted to young black people.,,One person of a certain race is already too many.,"Normal whites are outnumbered by wiggers in schools. White girls and wiggers (white people who act like black people) are attracted to young black people. Therefore, One person of a certain race is already too many.",conclusion,CFS,CFS,,CFS,1.0,1.0,0.0,1.0,1,1,,HS
